Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),Mileage(l/100km),Emission,Price,car_id
Maruti,Baleno,2019,Blue,Hatchback,27053,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,8440.0,239
Suzuki,Baleno,2019,Blue,Hatchback,27053,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,8440.0,239
Maruti,Dzire,2017,Blue,Sedan,28833,1st,5,Petrol,37,1696,5-Speed,Automatic,88.5,113.0,4.15,BS V,7890.0,241
Suzuki,Dzire,2017,Blue,Sedan,28833,1st,5,Petrol,37,1696,5-Speed,Automatic,88.5,113.0,4.15,BS V,7890.0,241
Honda,Jazz,2016,Red,Hatchback,48606,2nd,5,Petrol,40,1199,5-Speed,Manual,88.51,110.0,6.02,BS IV,5700.0,242
Maruti,Baleno,2016,Red,Hatchback,96236,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,6390.0,243
Suzuki,Baleno,2016,Red,Hatchback,96236,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,6390.0,243
Maruti,Swift,2012,Silver,Sedan,37258,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4700.0,244
Maruti,Dzire,2012,Silver,Sedan,37258,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4700.0,244
Suzuki,Swift,2012,Silver,Sedan,37258,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4700.0,244
Suzuki,Dzire,2012,Silver,Sedan,37258,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4700.0,244
Maruti,Celerio,2014,Silver,Hatchback,33869,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4540.0,245
Suzuki,Celerio,2014,Silver,Hatchback,33869,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4540.0,245
Maruti,Ertiga,2013,Silver,Muv,91796,1st,7,Petrol,45,1373,5-Speed,Manual,93.7,130.0,6.24,BS III,6180.0,246
Suzuki,Ertiga,2013,Silver,Muv,91796,1st,7,Petrol,45,1373,5-Speed,Manual,93.7,130.0,6.24,BS III,6180.0,246
Tata,Tiago,2019,Grey,Hatchback,45607,1st,5,Petrol,35,1199,5-Speed,Automatic,84.0,114.0,4.19,BS V,5480.0,247
Hyundai,Grand,2021,Grey,Hatchback,1117,1st,5,Petrol,37,1197,5-Speed,Manual,81.86,113.75,4.83,BS IV,7100.0,248
Hyundai,i10,2021,Grey,Hatchback,1117,1st,5,Petrol,37,1197,5-Speed,Manual,81.86,113.75,4.83,BS IV,7100.0,248
Hyundai,Nios,2021,Grey,Hatchback,1117,1st,5,Petrol,37,1197,5-Speed,Manual,81.86,113.75,4.83,BS IV,7100.0,248
Hyundai,Grand,2018,Blue,Hatchback,24745,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,6210.0,249
Hyundai,i10,2018,Blue,Hatchback,24745,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,6210.0,249
Hyundai,Creta,2017,Red,Suv,66868,1st,5,Diesel,60,1596,6-Speed,Manual,126.0,265.0,5.88,BS IV,12900.0,250
Hyundai,Creta,2017,Red,Suv,66868,1st,5,Diesel,60,1582,6-Speed,Manual,126.0,265.0,5.88,BS IV,12900.0,252
Honda,WR-V,2017,Red,Suv,75639,1st,5,Petrol,40,1199,5-Speed,Manual,88.5,110.0,6.06,BS IV,7480.0,254
Chevrolet,Beat,2013,Blue,Hatchback,77022,1st,5,Diesel,35,936,5-Speed,Manual,58.0,150.0,3.93,BS IV,2670.0,255
Renault,Kwid,2018,Bronze,Hatchback,56387,1st,5,Petrol,28,799,5-Speed,Manual,53.3,72.0,3.97,BS V,3680.0,256
Hyundai,Venue,2019,Red,Suv,23724,1st,5,Petrol,45,998,7-Speed,Manual,118.35,171.6,5.51,BS V,11370.0,257
Maruti,Celerio,2022,Grey,Hatchback,6900,1st,5,Petrol,35,998,5-Speed,Manual,67.04,90.0,4.62,BS IV,6990.0,258
Suzuki,Celerio,2022,Grey,Hatchback,6900,1st,5,Petrol,35,998,5-Speed,Manual,67.04,90.0,4.62,BS IV,6990.0,258
Maruti,Celerio,2017,Grey,Hatchback,43785,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,5440.0,259
Suzuki,Celerio,2017,Grey,Hatchback,43785,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,5440.0,259
Honda,Amaze,2019,White,Sedan,29780,1st,5,Diesel,35,1199,5-Speed,Manual,79.0,160.0,4.76,BS IV,9820.0,260
Maruti,Baleno,2015,Blue,Hatchback,56207,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,6110.0,261
Suzuki,Baleno,2015,Blue,Hatchback,56207,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,6110.0,261
Maruti,Vitara,2016,Yellow,Suv,40003,1st,5,Diesel,48,1248,5-Speed,Automatic,88.5,200.0,4.12,BS V,9410.0,262
Maruti,Brezza,2016,Yellow,Suv,40003,1st,5,Diesel,48,1248,5-Speed,Automatic,88.5,200.0,4.12,BS V,9410.0,262
Suzuki,Vitara,2016,Yellow,Suv,40003,1st,5,Diesel,48,1248,5-Speed,Automatic,88.5,200.0,4.12,BS V,9410.0,262
Suzuki,Brezza,2016,Yellow,Suv,40003,1st,5,Diesel,48,1248,5-Speed,Automatic,88.5,200.0,4.12,BS V,9410.0,262
Hyundai,i20,2014,Silver,Hatchback,94315,1st,5,Petrol,45,1197,5-Speed,Manual,82.85,113.7,5.41,BS IV,5340.0,263
Maruti,Celerio,2018,Grey,Hatchback,29492,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,5840.0,264
Suzuki,Celerio,2018,Grey,Hatchback,29492,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,5840.0,264
Maruti,Ciaz,2017,Grey,Sedan,21365,1st,5,Petrol,43,1373,5-Speed,Manual,91.1,130.0,4.82,BS IV,8270.0,265
Suzuki,Ciaz,2017,Grey,Sedan,21365,1st,5,Petrol,43,1373,5-Speed,Manual,91.1,130.0,4.82,BS IV,8270.0,265
Ford,Figo,2019,Red,Hatchback,31262,1st,5,Diesel,40,1596,5-Speed,Manual,98.96,215.0,4.1,BS V,6810.0,266
Ford,Figo,2019,Red,Hatchback,31262,1st,5,Diesel,40,1499,5-Speed,Manual,98.96,215.0,4.1,BS V,6810.0,268
Honda,Jazz,2017,Red,Hatchback,56221,1st,5,Petrol,40,1199,5-Speed,Automatic,88.7,110.0,5.35,BS V,5800.0,270
Hyundai,Grand,2021,Grey,Hatchback,27185,1st,5,Petrol,37,1197,5-Speed,Manual,81.86,113.75,4.98,BS IV,7460.0,271
Hyundai,i10,2021,Grey,Hatchback,27185,1st,5,Petrol,37,1197,5-Speed,Manual,81.86,113.75,4.98,BS IV,7460.0,271
Hyundai,Nios,2021,Grey,Hatchback,27185,1st,5,Petrol,37,1197,5-Speed,Manual,81.86,113.75,4.98,BS IV,7460.0,271
Honda,Amaze,2014,Red,Sedan,63170,2nd,5,Petrol,35,1198,5-Speed,Manual,86.9,109.0,5.56,BS IV,4520.0,272
Tata,Nano,2015,Purple,Hatchback,44736,1st,5,Petrol,24,624,4-Speed,Manual,37.0,51.0,4.24,BS IV,2390.0,273
Tata,GenX,2015,Purple,Hatchback,44736,1st,5,Petrol,24,624,4-Speed,Manual,37.0,51.0,4.24,BS IV,2390.0,273
Renault,Kwid,2019,Grey,Hatchback,13111,1st,5,Petrol,28,999,5-Speed,Manual,67.0,91.0,4.35,BS V,4530.0,274
Ford,Figo,2016,Grey,Hatchback,83705,1st,5,Diesel,40,1498,5-Speed,Manual,99.0,215.0,3.87,BS V,5210.0,275
Renault,Triber,2021,White,Muv,7227,1st,7,Petrol,40,999,5-Speed,Manual,71.0,96.0,5.0,BS IV,7800.0,276
Hyundai,Verna,2014,White,Sedan,45880,1st,5,Petrol,43,1582,5-Speed,Automatic,121.0,158.0,5.88,BS III,6940.0,277
Maruti,Ciaz,2015,White,Sedan,36850,1st,5,Petrol,43,1373,5-Speed,Manual,91.1,130.0,4.82,BS IV,6980.0,278
Suzuki,Ciaz,2015,White,Sedan,36850,1st,5,Petrol,43,1373,5-Speed,Manual,91.1,130.0,4.82,BS IV,6980.0,278
Maruti,Swift,2011,Silver,Hatchback,53160,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,6.21,BS IV,4260.0,279
Suzuki,Swift,2011,Silver,Hatchback,53160,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,6.21,BS IV,4260.0,279
Honda,City,2021,White,Sedan,17790,1st,5,Petrol,40,1497,5-Speed,Manual,117.6,145.0,5.75,BS IV,9890.0,280
Honda,City,2020,White,Sedan,24218,1st,5,Petrol,40,1497,5-Speed,Manual,117.6,145.0,5.75,BS IV,9400.0,281
Hyundai,Grand,2017,Red,Hatchback,11304,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5560.0,282
Hyundai,i10,2017,Red,Hatchback,11304,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5560.0,282
Tata,Altroz,2021,Grey,Hatchback,12002,1st,5,Diesel,37,1497,5-Speed,Manual,89.0,200.0,4.35,BS IV,7850.0,283
Mahindra,XUV,2020,Black,Suv,61411,1st,5,Diesel,42,1497,6-Speed,Manual,115.0,300.0,5.0,BS IV,10770.0,284
Mahindra,300,2020,Black,Suv,61411,1st,5,Diesel,42,1497,6-Speed,Manual,115.0,300.0,5.0,BS IV,10770.0,284
Hyundai,Grand,2014,Grey,Hatchback,35703,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4640.0,285
Hyundai,i10,2014,Grey,Hatchback,35703,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4640.0,285
Hyundai,Xcent,2017,Grey,Sedan,45378,1st,5,Petrol,43,1596,5-Speed,Manual,81.86,113.75,4.97,BS V,5890.0,286
Hyundai,Xcent,2017,Grey,Sedan,45378,1st,5,Petrol,43,1197,5-Speed,Manual,81.86,113.75,4.97,BS V,5890.0,288
Hyundai,Grand,2018,Grey,Hatchback,28557,2nd,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5740.0,290
Hyundai,i10,2018,Grey,Hatchback,28557,2nd,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5740.0,290
Maruti,Celerio,2021,White,Hatchback,14853,1st,5,Petrol,35,998,5-Speed,Manual,67.04,90.0,4.62,BS IV,6550.0,291
Suzuki,Celerio,2021,White,Hatchback,14853,1st,5,Petrol,35,998,5-Speed,Manual,67.04,90.0,4.62,BS IV,6550.0,291
Maruti,Ciaz,2020,Silver,Sedan,70245,1st,5,Petrol,43,1462,5-Speed,Manual,103.25,138.0,4.84,BS IV,9200.0,292
Suzuki,Ciaz,2020,Silver,Sedan,70245,1st,5,Petrol,43,1462,5-Speed,Manual,103.25,138.0,4.84,BS IV,9200.0,292
Maruti,Eeco,2020,Grey,Muv,22703,1st,5,Petrol,40,1197,5-Speed,Manual,72.42,98.0,6.21,BS IV,4880.0,293
Suzuki,Eeco,2020,Grey,Muv,22703,1st,5,Petrol,40,1197,5-Speed,Manual,72.42,98.0,6.21,BS IV,4880.0,293
Renault,Kwid,2020,Blue,Hatchback,36069,1st,5,Petrol,28,1298,5-Speed,Automatic,67.0,91.0,4.55,BS IV,5480.0,294
Maruti,Wagon,2016,Silver,Hatchback,5227,1st,5,Petrol,32,998,5-Speed,Manual,67.05,90.0,4.59,BS V,5280.0,295
Maruti,R,2016,Silver,Hatchback,5227,1st,5,Petrol,32,998,5-Speed,Manual,67.05,90.0,4.59,BS V,5280.0,295
Suzuki,Wagon,2016,Silver,Hatchback,5227,1st,5,Petrol,32,998,5-Speed,Manual,67.05,90.0,4.59,BS V,5280.0,295
Suzuki,R,2016,Silver,Hatchback,5227,1st,5,Petrol,32,998,5-Speed,Manual,67.05,90.0,4.59,BS V,5280.0,295
Maruti,Celerio,2017,Grey,Hatchback,27803,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,5270.0,296
Suzuki,Celerio,2017,Grey,Hatchback,27803,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,5270.0,296
Honda,City,2017,White,Sedan,47154,1st,5,Petrol,40,1497,5-Speed,Automatic,117.6,145.0,5.75,BS V,9520.0,297
Honda,Brio,2012,Silver,Hatchback,84488,1st,5,Petrol,35,1198,5-Speed,Manual,86.8,109.0,5.15,BS III,3400.0,298
Volkswagen,Jetta,2014,Brown,Sedan,83265,2nd,5,Diesel,55,1596,5-Speed,Manual,138.0,320.0,5.17,BS IV,7900.0,299
Volkswagen,Jetta,2014,Brown,Sedan,83265,2nd,5,Diesel,55,1968,5-Speed,Manual,138.0,320.0,5.17,BS IV,7900.0,301
Honda,Amaze,2018,Brown,Sedan,16348,1st,5,Petrol,35,1199,5-Speed,Manual,88.76,110.0,5.46,BS IV,7650.0,303
Hyundai,i20,2012,White,Hatchback,90078,1st,5,Petrol,45,1197,5-Speed,Manual,82.85,113.0,5.41,BS IV,4200.0,304
Honda,WR-V,2018,Grey,Suv,69591,3rd,5,Diesel,40,1498,6-Speed,Manual,97.89,200.0,4.22,BS IV,8000.0,305
Hyundai,i20,2013,Blue,Hatchback,56096,1st,5,Petrol,45,1197,5-Speed,Manual,82.85,113.0,5.41,BS IV,4860.0,306
Mahindra,XUV500,2017,White,Suv,56418,1st,7,Diesel,70,2179,6-Speed,Manual,140.0,330.0,6.25,BS IV,14650.0,307
Hyundai,i10,2012,Grey,Hatchback,65284,1st,5,Petrol,35,1197,5-Speed,Manual,78.9,111.7,4.91,BS III,3480.0,308
Chevrolet,Cruze,2015,Grey,Sedan,72489,1st,5,Diesel,60,1991,6-Speed,Automatic,164.0,380.0,6.75,BS IV,8920.0,309
Volkswagen,Polo,2011,Silver,Hatchback,68645,2nd,5,Petrol,45,1198,5-Speed,Manual,73.9,110.0,6.07,BS IV,4510.0,310
Hyundai,Eon,2018,Blue,Hatchback,33231,2nd,5,Petrol,32,814,5-Speed,Manual,68.05,94.14,4.99,BS IV,4030.0,311
Hyundai,i10,2011,Beige,Hatchback,43953,1st,5,Petrol,35,1197,5-Speed,Manual,78.9,111.7,4.91,BS III,3380.0,312
Ford,EcoSport,2016,Grey,Suv,36422,1st,5,Petrol,52,1499,6-Speed,Automatic,110.0,140.0,6.06,BS IV,8060.0,313
Maruti,Ciaz,2015,Red,Sedan,78251,1st,5,Petrol,43,1373,5-Speed,Manual,91.1,130.0,4.82,BS IV,6340.0,314
Suzuki,Ciaz,2015,Red,Sedan,78251,1st,5,Petrol,43,1373,5-Speed,Manual,91.1,130.0,4.82,BS IV,6340.0,314
Hyundai,Elite,2016,Red,Hatchback,48481,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6540.0,315
Hyundai,i20,2016,Red,Hatchback,48481,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6540.0,315
Maruti,Ciaz,2018,Blue,Sedan,37746,1st,5,Petrol,43,1373,4-Speed,Manual,91.1,130.0,4.82,BS IV,8820.0,316
Suzuki,Ciaz,2018,Blue,Sedan,37746,1st,5,Petrol,43,1373,4-Speed,Manual,91.1,130.0,4.82,BS IV,8820.0,316
Hyundai,Creta,2017,Silver,Suv,50872,1st,5,Petrol,60,1591,6-Speed,Manual,122.0,154.0,6.54,BS IV,11960.0,317
Hyundai,Elite,2015,Grey,Hatchback,25517,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6690.0,318
Hyundai,i20,2015,Grey,Hatchback,25517,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6690.0,318
Ford,EcoSport,2014,Silver,Suv,74814,2nd,5,Petrol,52,1499,5-Speed,Manual,109.0,140.0,6.33,BS III,5890.0,319
Tata,Harrier,2020,Red,Suv,24315,1st,5,Diesel,50,1956,6-Speed,Manual,138.0,350.0,5.88,BS IV,19120.0,320
Hyundai,Elite,2017,Blue,Hatchback,63937,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6280.0,321
Hyundai,i20,2017,Blue,Hatchback,63937,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6280.0,321
Maruti,Dzire,2019,White,Sedan,11499,1st,5,Petrol,37,1197,5-Speed,Automatic,88.5,113.0,4.3,BS V,8120.0,322
Suzuki,Dzire,2019,White,Sedan,11499,1st,5,Petrol,37,1197,5-Speed,Automatic,88.5,113.0,4.3,BS V,8120.0,322
Maruti,Baleno,2019,Blue,Hatchback,30420,1st,5,Diesel,37,1248,5-Speed,Automatic,74.0,190.0,,BS V,8830.0,323
Suzuki,Baleno,2019,Blue,Hatchback,30420,1st,5,Diesel,37,1248,5-Speed,Automatic,74.0,190.0,,BS V,8830.0,323
Maruti,Ciaz,2018,White,Sedan,15221,1st,5,Petrol,43,1462,4-Speed,Manual,103.25,138.0,4.84,BS IV,9140.0,324
Suzuki,Ciaz,2018,White,Sedan,15221,1st,5,Petrol,43,1462,4-Speed,Manual,103.25,138.0,4.84,BS IV,9140.0,324
Mahindra,Scorpio,2017,Black,Suv,46438,1st,7,Diesel,60,2179,5-Speed,Manual,120.0,280.0,6.49,BS IV,11120.0,325
Maruti,Baleno,2018,Orange,Hatchback,27941,1st,5,Diesel,37,1248,5-Speed,Manual,74.0,190.0,3.65,BS V,8100.0,326
Suzuki,Baleno,2018,Orange,Hatchback,27941,1st,5,Diesel,37,1248,5-Speed,Manual,74.0,190.0,3.65,BS V,8100.0,326
Hyundai,Grand,2014,Grey,Hatchback,35461,2nd,5,Petrol,43,1197,4-Speed,Automatic,82.0,114.0,5.29,BS IV,5300.0,327
Hyundai,i10,2014,Grey,Hatchback,35461,2nd,5,Petrol,43,1197,4-Speed,Automatic,82.0,114.0,5.29,BS IV,5300.0,327
Maruti,Ritz,2012,White,Hatchback,46447,1st,5,Diesel,43,1248,5-Speed,Manual,75.0,190.0,6.41,BS IV,4550.0,328
Suzuki,Ritz,2012,White,Hatchback,46447,1st,5,Diesel,43,1248,5-Speed,Manual,75.0,190.0,6.41,BS IV,4550.0,328
Maruti,Swift,2013,Grey,Sedan,74652,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4980.0,329
Maruti,Dzire,2013,Grey,Sedan,74652,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4980.0,329
Suzuki,Swift,2013,Grey,Sedan,74652,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4980.0,329
Suzuki,Dzire,2013,Grey,Sedan,74652,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4980.0,329
Maruti,Wagon,2013,Beige,Hatchback,44746,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,4030.0,330
Maruti,R,2013,Beige,Hatchback,44746,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,4030.0,330
Suzuki,Wagon,2013,Beige,Hatchback,44746,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,4030.0,330
Suzuki,R,2013,Beige,Hatchback,44746,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,4030.0,330
Hyundai,i10,2014,Grey,Hatchback,92092,1st,5,Petrol,35,1197,5-Speed,Manual,68.0,99.08,5.05,BS III,3800.0,331
Toyota,Yaris,2020,Red,Sedan,26653,2nd,5,Petrol,42,1596,5-Speed,Manual,105.94,140.0,5.52,BS IV,10920.0,332
Toyota,Yaris,2020,Red,Sedan,26653,2nd,5,Petrol,42,1496,5-Speed,Manual,105.94,140.0,5.52,BS IV,10920.0,334
Hyundai,Grand,2014,Blue,Hatchback,58748,2nd,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4570.0,336
Hyundai,i10,2014,Blue,Hatchback,58748,2nd,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4570.0,336
Hyundai,Creta,2016,Beige,Suv,90147,1st,5,Petrol,60,1591,6-Speed,Manual,122.0,154.0,6.54,BS IV,8130.0,337
Hyundai,Fluidic,2017,Grey,Sedan,25905,1st,5,Petrol,43,1591,5-Speed,Manual,121.0,158.0,5.75,BS IV,8200.0,338
Hyundai,Verna,2017,Grey,Sedan,25905,1st,5,Petrol,43,1591,5-Speed,Manual,121.0,158.0,5.75,BS IV,8200.0,338
Hyundai,4S,2017,Grey,Sedan,25905,1st,5,Petrol,43,1591,5-Speed,Manual,121.0,158.0,5.75,BS IV,8200.0,338
Hyundai,Xcent,2014,Black,Sedan,76890,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.24,BS IV,5020.0,339
Maruti,Alto,2020,Silver,Hatchback,32490,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4140.0,340
Maruti,800,2020,Silver,Hatchback,32490,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4140.0,340
Suzuki,Alto,2020,Silver,Hatchback,32490,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4140.0,340
Suzuki,800,2020,Silver,Hatchback,32490,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4140.0,340
Maruti,Alto,2019,Red,Hatchback,13505,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.05,BS V,3910.0,341
Maruti,800,2019,Red,Hatchback,13505,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.05,BS V,3910.0,341
Suzuki,Alto,2019,Red,Hatchback,13505,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.05,BS V,3910.0,341
Suzuki,800,2019,Red,Hatchback,13505,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.05,BS V,3910.0,341
Maruti,Alto,2021,Silver,Hatchback,21564,1st,5,Petrol,35,796,5-Speed,Manual,47.33,69.0,4.54,BS IV,4330.0,342
Maruti,800,2021,Silver,Hatchback,21564,1st,5,Petrol,35,796,5-Speed,Manual,47.33,69.0,4.54,BS IV,4330.0,342
Suzuki,Alto,2021,Silver,Hatchback,21564,1st,5,Petrol,35,796,5-Speed,Manual,47.33,69.0,4.54,BS IV,4330.0,342
Suzuki,800,2021,Silver,Hatchback,21564,1st,5,Petrol,35,796,5-Speed,Manual,47.33,69.0,4.54,BS IV,4330.0,342
Maruti,Alto,2018,Grey,Hatchback,22849,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.55,BS V,3720.0,343
Maruti,800,2018,Grey,Hatchback,22849,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.55,BS V,3720.0,343
Suzuki,Alto,2018,Grey,Hatchback,22849,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.55,BS V,3720.0,343
Suzuki,800,2018,Grey,Hatchback,22849,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.55,BS V,3720.0,343
Maruti,Alto,2016,White,Hatchback,24374,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3840.0,344
Maruti,K10,2016,White,Hatchback,24374,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3840.0,344
Suzuki,Alto,2016,White,Hatchback,24374,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3840.0,344
Suzuki,K10,2016,White,Hatchback,24374,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3840.0,344
Hyundai,Elite,2018,White,Hatchback,31912,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,7840.0,345
Hyundai,i20,2018,White,Hatchback,31912,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,7840.0,345
Hyundai,Creta,2016,Red,Suv,60578,1st,5,Petrol,60,1591,6-Speed,Manual,122.0,154.0,6.54,BS IV,9710.0,346
Hyundai,Elite,2016,Red,Hatchback,95065,1st,5,Petrol,45,1197,5-Speed,Manual,82.0,115.0,5.38,BS IV,6550.0,347
Hyundai,i20,2016,Red,Hatchback,95065,1st,5,Petrol,45,1197,5-Speed,Manual,82.0,115.0,5.38,BS IV,6550.0,347
Renault,Kwid,2022,White,Hatchback,7342,1st,5,Petrol,28,1298,5-Speed,Automatic,67.0,91.0,4.55,BS IV,5390.0,348
Renault,Kwid,2021,Blue,Hatchback,9285,1st,5,Petrol,28,1298,5-Speed,Automatic,67.0,91.0,4.61,BS IV,4700.0,349
Hyundai,Elite,2017,Grey,Hatchback,41443,1st,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,7900.0,350
Hyundai,i20,2017,Grey,Hatchback,41443,1st,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,7900.0,350
Maruti,Celerio,2015,Silver,Hatchback,53848,2nd,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4150.0,351
Suzuki,Celerio,2015,Silver,Hatchback,53848,2nd,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4150.0,351
Maruti,Ritz,2012,Silver,Hatchback,70568,2nd,5,Petrol,45,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,3680.0,352
Suzuki,Ritz,2012,Silver,Hatchback,70568,2nd,5,Petrol,45,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,3680.0,352
Maruti,Swift,2012,Black,Sedan,61885,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4570.0,353
Maruti,Dzire,2012,Black,Sedan,61885,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4570.0,353
Suzuki,Swift,2012,Black,Sedan,61885,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4570.0,353
Suzuki,Dzire,2012,Black,Sedan,61885,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4570.0,353
Honda,WR-V,2019,Grey,Suv,16240,1st,5,Petrol,40,1199,5-Speed,Manual,88.5,110.0,6.06,BS IV,8940.0,354
Hyundai,i10,2011,Red,Hatchback,62840,1st,5,Petrol,35,1197,5-Speed,Manual,78.9,111.8,4.91,BS III,3380.0,355
Hyundai,i10,2011,Grey,Hatchback,74710,2nd,5,Petrol,35,1197,5-Speed,Manual,78.9,111.8,4.91,BS III,3420.0,356
Renault,Duster,2021,Grey,Suv,19722,1st,5,Petrol,50,1498,5-Speed,Manual,104.55,142.0,6.09,BS IV,9860.0,357
Renault,Duster,2014,Silver,Suv,85751,1st,5,Diesel,50,1461,5-Speed,Manual,84.0,200.0,4.89,BS III,6370.0,358
Hyundai,Elite,2016,White,Hatchback,73251,1st,5,Diesel,45,1396,6-Speed,Manual,89.0,220.0,4.44,BS IV,6880.0,359
Hyundai,i20,2016,White,Hatchback,73251,1st,5,Diesel,45,1396,6-Speed,Manual,89.0,220.0,4.44,BS IV,6880.0,359
